ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*,SUFF3_PFMF,SUFF3_FamSize,SUFF3_Freq_HAL,SUFF3_length,SUFF3_P,SUFF3_P*
66283,existentialist,NN,4,"0,1,3",{(exist)}>ance>>al>>ist>,"77,77777778",10,141837,"53,72670807",323,977837,4,"7,16E-06","0,001081415109","54,82517483",1431,4704731,2,"9,14E-06","0,006642978526","47,50542299",462,382916,3,"6,27E-05","0,003707708945"
66284,existentialists,NN,4,"0,1,3",{(exist)}>ance>>al>>ist>,"77,77777778",10,141837,"53,72670807",323,977837,4,"7,16E-06","0,001081415109","54,82517483",1431,4704731,2,"9,14E-06","0,006642978526","47,50542299",462,382916,3,"6,27E-05","0,003707708945"
66791,evangelicalism,NN,4,"0,1,3",{(evangel)}>ic>>al>>ism>,"85,71428571",8,3030,"75,12339585",1014,1472797,2,"2,78E-05","0,006334002781","80,55944056",1431,4704731,2,"9,14E-06","0,006642978526","80,74074074",271,218200,3,"5,50E-05","0,001853854472"
67193,enthusiastically,RB,4,"0,1,3",{(enthuse)>iast>}>ic>>ly>,60,6,10422,"66,66666667",4,7411,4,0,0,"19,64461994",1014,1472797,2,"2,78E-05","0,006334002781","13,70383155",2898,3857999,2,"4,48E-05","0,02672640198"
67258,environmentalism,NN,4,"0,1,3",{(environ)}>ment>>al>>ism>,100,6,105667,"44,94773519",288,1423689,4,"1,26E-05","0,002780781709","45,8041958",1431,4704731,2,"9,14E-06","0,006642978526","26,66666667",271,218200,3,"5,50E-05","0,001853854472"
67259,environmentalist,NN,4,"0,1,3",{(environ)}>ment>>al>>ist>,40,6,105667,"24,3902439",288,1423689,4,"1,26E-05","0,002780781709","21,46853147",1431,4704731,2,"9,14E-06","0,006642978526","10,19522777",462,382916,3,"6,27E-05","0,003707708945"
67317,equalization,NN,4,"0,1,3",{(equi)>al>}>ize>>ion>,"38,7755102",50,127793,"46,29370629",1431,4704731,2,"9,14E-06","0,006642978526","33,7995338",430,443161,3,"0,0001489300728","0,0101961996","51,12640801",1599,6530204,3,"9,03E-06","0,009114784489"
67320,equalizers,NN,4,"0,1,3",{(equi)>al>}>ize>>er>,"65,30612245",50,127793,"66,78321678",1431,4704731,2,"9,14E-06","0,006642978526","60,13986014",430,443161,3,"0,0001489300728","0,0101961996","49,49406071",2274,4569119,2,"3,55E-05","0,02502703538"
67332,equatorial,JJ,4,"0,1,3",{(equi)>ate>}>or>>al>,"32,65306122",50,127793,"40,49145299",937,2569118,3,"2,65E-05","0,01050517534","44,44444444",289,937614,2,"9,60E-06","0,001390390854","38,25174825",1431,4704731,2,"9,14E-06","0,006642978526"
67421,electrically,RB,4,"0,1,3",{(electr)>ic>}>al>>ly>,"48,14814815",28,175489,"22,90227048",1014,1472797,2,"2,78E-05","0,006334002781","33,14685315",1431,4704731,2,"9,14E-06","0,006642978526","14,94649638",2898,3857999,2,"4,48E-05","0,02672640198"
67441,electronically,RB,4,"0,1,3",{(electr)>on>}>ic>>ly>,"25,92592593",28,175489,"26,31578947",20,128335,2,0,0,"5,133267522",1014,1472797,2,"2,78E-05","0,006334002781","4,936140835",2898,3857999,2,"4,48E-05","0,02672640198"
67628,emotionalism,NN,4,"0,1,3",{(emote)}>ion>>al>>ism>,"45,45454545",12,26341,"64,39299124",1599,6530204,3,"9,03E-06","0,009114784489","58,74125874",1431,4704731,2,"9,14E-06","0,006642978526","51,11111111",271,218200,3,"5,50E-05","0,001853854472"
67629,emotionality,NN,4,"0,1,3",{(emote)}>ion>>al>>ity>,"72,72727273",12,26341,"80,41301627",1599,6530204,3,"9,03E-06","0,009114784489","75,24475524",1431,4704731,2,"9,14E-06","0,006642978526","72,19343696",580,1647588,3,"1,76E-05","0,004480148308"
67630,emotionally,RB,4,"0,1,3",{(emote)}>ion>>al>>ly>,"18,18181818",12,26341,"18,3979975",1599,6530204,3,"9,03E-06","0,009114784489","13,98601399",1431,4704731,2,"9,14E-06","0,006642978526","6,696582672",2898,3857999,2,"4,48E-05","0,02672640198"
67994,economically,RB,4,"0,1,3",{(econom)>ic>}>al>>ly>,40,11,84011,"9,279368213",1014,1472797,2,"2,78E-05","0,006334002781","16,78321678",1431,4704731,2,"9,14E-06","0,006642978526","7,594062824",2898,3857999,2,"4,48E-05","0,02672640198"
68040,editorialist,NN|JJ,4,"0,1,3",{(edit)}>or>>al>>ist>,50,11,159412,"77,77777778",289,937614,2,"9,60E-06","0,001390390854","73,14685315",1431,4704731,2,"9,14E-06","0,006642978526","70,28199566",462,382916,3,"6,27E-05","0,003707708945"
68041,editorialize,VB,4,"0,1,3",{(edit)}>or>>al>>ize>,40,11,159412,"61,80555556",289,937614,2,"9,60E-06","0,001390390854","53,84615385",1431,4704731,2,"9,14E-06","0,006642978526","40,55944056",430,443161,3,"0,0001489300728","0,0101961996"
68094,egalitarian,JJ,4,"0,1,3",{(equi)>al>>ity>>an>},"36,73469388",50,127793,"43,14685315",1431,4704731,2,"9,14E-06","0,006642978526","40,75993092",580,1647588,3,"1,76E-05","0,004480148308",0,5,550,2,"0,003636363636","0,0003089757454"
68993,directionality,NN,4,"0,1,3",{(direct)}>ion>>al>>ity>,"57,89473684",20,349572,"35,60700876",1599,6530204,3,"9,03E-06","0,009114784489","31,25874126",1431,4704731,2,"9,14E-06","0,006642978526","28,32469775",580,1647588,3,"1,76E-05","0,004480148308"
68994,directionally,RB,4,"0,1,3",{(direct)}>ion>>al>>ly>,"26,31578947",20,349572,"10,63829787",1599,6530204,3,"9,03E-06","0,009114784489","8,181818182",1431,4704731,2,"9,14E-06","0,006642978526","3,797031412",2898,3857999,2,"4,48E-05","0,02672640198"
69590,dictatorial,JJ,4,"0,1,3",{(dict)>ate>}>or>>al>,50,39,77658,"47,22222222",937,2569118,3,"2,65E-05","0,01050517534",50,289,937614,2,"9,60E-06","0,001390390854","44,33566434",1431,4704731,2,"9,14E-06","0,006642978526"
69592,dictatorship,NN,4,"0,1,3",{(dict)>ate>}>or>>ship>,"21,05263158",39,77658,"19,44444444",937,2569118,3,"2,65E-05","0,01050517534","25,34722222",289,937614,2,"9,60E-06","0,001390390854","17,33333333",76,164220,4,"1,22E-05","0,0003089757454"
69625,differentiation,NN,4,"0,1,3",{(differ)}>ant>>ate>>ion>,"72,72727273",12,354248,"31,10151188",464,1534593,3,"7,82E-06","0,001853854472","34,29487179",937,2569118,3,"2,65E-05","0,01050517534","36,67083855",1599,6530204,3,"9,03E-06","0,009114784489"
70311,decorativeness,NN,4,"0,1,3",{(decor)}>ate>>ive>>ness>,"87,5",17,6036,"96,47435897",937,2569118,3,"2,65E-05","0,01050517534","94,99136442",580,1037354,3,"1,74E-05","0,002780781709","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
71237,conversationalist,NN|JJ,4,"0,1,3",{(converse)}>ion>>al>>ist>,80,6,23365,"64,89361702",1599,6530204,3,"9,03E-06","0,009114784489","59,37062937",1431,4704731,2,"9,14E-06","0,006642978526","53,5791757",462,382916,3,"6,27E-05","0,003707708945"
72258,confidentiality,NN,4,"0,1,3",{(confide)}>ance>>al>>ity>,"33,33333333",10,32648,"21,73913043",323,977837,4,"7,16E-06","0,001081415109","23,42657343",1431,4704731,2,"9,14E-06","0,006642978526","20,89810017",580,1647588,3,"1,76E-05","0,004480148308"
72261,confidentially,RB,4,"0,1,3",{(confide)}>ance>>al>>ly>,"77,77777778",10,32648,"48,44720497",323,977837,4,"7,16E-06","0,001081415109",50,1431,4704731,2,"9,14E-06","0,006642978526","25,64722126",2898,3857999,2,"4,48E-05","0,02672640198"
72467,colonialism,NN,4,"0,1,3",{(colon)>y>}>al>>ism>,"58,33333333",13,17579,"17,34406439",2486,3870233,1,"4,99E-05","0,02981615943","39,23076923",1431,4704731,2,"9,14E-06","0,006642978526",20,271,218200,3,"5,50E-05","0,001853854472"
72468,colonialist,NN|JJ,4,"0,1,3",{(colon)>y>}>al>>ist>,75,13,17579,"27,40442656",2486,3870233,1,"4,99E-05","0,02981615943","54,54545455",1431,4704731,2,"9,14E-06","0,006642978526","47,28850325",462,382916,3,"6,27E-05","0,003707708945"
72595,commercialization,NN,4,"0,1,3",{(commerce)}>al>>ize>>ion>,60,6,81317,"31,3986014",1431,4704731,2,"9,14E-06","0,006642978526","19,11421911",430,443161,3,"0,0001489300728","0,0101961996","35,73216521",1599,6530204,3,"9,03E-06","0,009114784489"
72653,communicational,JJ,4,"0,1,3",{(communic)>ate>}>ion>>al>,"73,33333333",16,144552,"86,96581197",937,2569118,3,"2,65E-05","0,01050517534","88,61076345",1599,6530204,3,"9,03E-06","0,009114784489","83,77622378",1431,4704731,2,"9,14E-06","0,006642978526"
73456,civilizational,JJ,4,"0,1,3",{(civil)}>ize>>ion>>al>,"87,5",9,54098,"51,28205128",430,443161,3,"0,0001489300728","0,0101961996","68,3979975",1599,6530204,3,"9,03E-06","0,009114784489","62,16783217",1431,4704731,2,"9,14E-06","0,006642978526"
73599,centralization,NN,4,"0,1,3",{(center)>al>}>ize>>ion>,"53,57142857",29,173066,"51,53846154",1431,4704731,2,"9,14E-06","0,006642978526","39,16083916",430,443161,3,"0,0001489300728","0,0101961996","57,94743429",1599,6530204,3,"9,03E-06","0,009114784489"
73636,certification,NN,4,"0,1,3",{(cert)>ify>>ate>}>ion>,25,9,33338,"8,552631579",153,351545,3,"3,98E-05","0,002162830218","8,653846154",937,2569118,3,"2,65E-05","0,01050517534","10,95118899",1599,6530204,3,"9,03E-06","0,009114784489"
73863,chemically,RB,4,"0,1,3",{(chem)>ic>}>al>>ly>,"33,33333333",16,43382,"21,71767029",1014,1472797,2,"2,78E-05","0,006334002781","31,88811189",1431,4704731,2,"9,14E-06","0,006642978526","14,2906455",2898,3857999,2,"4,48E-05","0,02672640198"
73930,capitalistic,JJ,4,"0,1,3",{(capit)>al>}>ist>>ic>,"54,54545455",12,41466,"43,91608392",1431,4704731,2,"9,14E-06","0,006642978526","31,45336226",462,382916,3,"6,27E-05","0,003707708945","32,97137216",1014,1472797,2,"2,78E-05","0,006334002781"
73931,capitalization,NN,4,"0,1,3",{(capit)>al>}>ize>>ion>,"45,45454545",12,41466,"30,41958042",1431,4704731,2,"9,14E-06","0,006642978526","17,94871795",430,443161,3,"0,0001489300728","0,0101961996","34,85607009",1599,6530204,3,"9,03E-06","0,009114784489"
74195,catastrophically,RB,4,"0,1,3",{(catastrophe)>ic>}>al>>ly>,100,3,2499,"56,16979269",1014,1472797,2,"2,78E-05","0,006334002781","63,91608392",1431,4704731,2,"9,14E-06","0,006642978526","36,48602002",2898,3857999,2,"4,48E-05","0,02672640198"
74212,categorically,RB,4,"0,1,3",{(categor)>ic>}>al>>ly>,"66,66666667",4,29906,"23,988154",1014,1472797,2,"2,78E-05","0,006334002781","34,68531469",1431,4704731,2,"9,14E-06","0,006642978526","15,91301346",2898,3857999,2,"4,48E-05","0,02672640198"
75854,behaviorally,RB,4,"0,1,3",{(behave)}>or>>al>>ly>,"77,77777778",10,54948,"75,34722222",289,937614,2,"9,60E-06","0,001390390854","69,86013986",1431,4704731,2,"9,14E-06","0,006642978526","42,59578875",2898,3857999,2,"4,48E-05","0,02672640198"
76647,authentication,NN,4,"0,1,3",{(authent)>ic>}>ate>>ion>,"16,66666667",7,9084,"8,588351431",1014,1472797,2,"2,78E-05","0,006334002781","16,02564103",937,2569118,3,"2,65E-05","0,01050517534","20,21276596",1599,6530204,3,"9,03E-06","0,009114784489"
76648,authentications,NN,4,"0,1,3",{(authent)>ic>}>ate>>ion>,"16,66666667",7,9084,"8,588351431",1014,1472797,2,"2,78E-05","0,006334002781","16,02564103",937,2569118,3,"2,65E-05","0,01050517534","20,21276596",1599,6530204,3,"9,03E-06","0,009114784489"
76651,authenticator,NN,4,"0,1,3",{(authent)>ic>}>ate>>or>,"83,33333333",7,9084,"71,66831194",1014,1472797,2,"2,78E-05","0,006334002781","80,55555556",937,2569118,3,"2,65E-05","0,01050517534","81,25",289,937614,2,"9,60E-06","0,001390390854"
77038,artistically,RB,4,"0,1,3",{(art)}>ist>>ic>>ly>,"29,41176471",18,126557,"34,92407809",462,382916,3,"6,27E-05","0,003707708945","35,83415597",1014,1472797,2,"2,78E-05","0,006334002781","22,71315154",2898,3857999,2,"4,48E-05","0,02672640198"
77629,architecturally,RB,4,"0,1,3",{(architect)}>ure>>al>>ly>,75,5,30688,"73,19587629",98,541479,3,"3,69E-06","0,0003089757454","63,63636364",1431,4704731,2,"9,14E-06","0,006642978526","36,24439075",2898,3857999,2,"4,48E-05","0,02672640198"
77897,anatomically,RB,4,"0,1,3",{(anatom)>ic>}>al>>ly>,50,5,3160,"42,94175716",1014,1472797,2,"2,78E-05","0,006334002781","51,25874126",1431,4704731,2,"9,14E-06","0,006642978526","26,75181222",2898,3857999,2,"4,48E-05","0,02672640198"
77949,Anglicanism,NN,4,"0,1,3",{(anglo)>ic>>ian>}>ism>,"42,85714286",8,869,"74,72852912",1014,1472797,2,"2,78E-05","0,006334002781","81,50289017",174,394113,3,"2,79E-05","0,0016993666","80,37037037",271,218200,3,"5,50E-05","0,001853854472"
78467,alternatively,RB,4,"0,1,3",{(altern)>ate>)}>ive>>ly>,"33,33333333",7,60362,"11,21794872",937,2569118,3,"2,65E-05","0,01050517534","8,808290155",580,1037354,3,"1,74E-05","0,002780781709","5,108733172",2898,3857999,2,"4,48E-05","0,02672640198"
78477,altruistically,RB,4,"0,1,3",{(altru)>ist>}>ic>>ly>,100,4,1217,"78,95878525",462,382916,3,"6,27E-05","0,003707708945","74,13622902",1014,1472797,2,"2,78E-05","0,006334002781","54,74628926",2898,3857999,2,"4,48E-05","0,02672640198"
78765,ACTUARIALLY,RB,4,"0,1,3",{(act)>ory>}>al>>ly>,"84,48275862",59,716577,"71,26760563",356,725186,3,"2,62E-05","0,002935269581","76,08391608",1431,4704731,2,"9,14E-06","0,006642978526","49,70659303",2898,3857999,2,"4,48E-05","0,02672640198"
78903,adventurously,RB,4,"0,1,3",{(advent)>ure>}>ious>>ly>,"63,63636364",12,28013,"75,25773196",98,541479,3,"3,69E-06","0,0003089757454","42,20779221",617,450833,4,"7,10E-05","0,004943611926","39,48912668",2898,3857999,2,"4,48E-05","0,02672640198"
79095,academicianship,NN,4,"0,1,3",{(academ)>ic>}>ian>>ship>,100,5,33536,"90,91806515",1014,1472797,2,"2,78E-05","0,006334002781","97,68786127",174,394113,3,"2,79E-05","0,0016993666","93,33333333",76,164220,4,"1,22E-05","0,0003089757454"
79249,acoustically,RB,4,"0,1,3",{(acoust)>ic>}>al>>ly>,100,4,7068,"46,49555775",1014,1472797,2,"2,78E-05","0,006334002781","54,68531469",1431,4704731,2,"9,14E-06","0,006642978526","28,9955126",2898,3857999,2,"4,48E-05","0,02672640198"
79291,activation,NN,4,"0,1,3",{(act)}>ive>>ate>>ion>,"34,48275862",59,716577,"16,06217617",580,1037354,3,"1,74E-05","0,002780781709","21,58119658",937,2569118,3,"2,65E-05","0,01050517534","26,15769712",1599,6530204,3,"9,03E-06","0,009114784489"
79342,additionally,RB,4,"0,1,3",{(add)}>ion>>al>>ly>,75,5,332926,"11,76470588",1599,6530204,3,"9,03E-06","0,009114784489","9,020979021",1431,4704731,2,"9,14E-06","0,006642978526","4,383845357",2898,3857999,2,"4,48E-05","0,02672640198"
