ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
51520,psychiatric,JJ,3,"0,1,2",{(psycho)>ater>>ic>},"16,66666667",37,47211,"12,5",9,6457,4,0,0,"11,35241856",1014,1472797,2,"2,78E-05","0,006334002781"
51521,psychiatrist,NN,3,"0,1,2",{(psycho)>ater>>ist>},"13,88888889",37,47211,0,9,6457,4,0,0,"7,809110629",462,382916,3,"6,27E-05","0,003707708945"
51522,psychiatrists,NN,3,"0,1,2",{(psycho)>ater>>ist>},"13,88888889",37,47211,0,9,6457,4,0,0,"7,809110629",462,382916,3,"6,27E-05","0,003707708945"
51523,psychiatry,NN,3,"0,1,2",{(psycho)>ater>>y>},"19,44444444",37,47211,25,9,6457,4,0,0,"8,772635815",2486,3870233,1,"4,99E-05","0,02981615943"
51525,psychical,JJ,3,"0,1,2",{(psycho)>ic>}>al>,50,37,47211,"47,28529121",1014,1472797,2,"2,78E-05","0,006334002781","55,03496503",1431,4704731,2,"9,14E-06","0,006642978526"
51526,psychically,RB,3,"0,1,2",{(psycho)>ic>}>ly>,"55,55555556",37,47211,"49,16090819",1014,1472797,2,"2,78E-05","0,006334002781","31,82602692",2898,3857999,2,"4,48E-05","0,02672640198"
51571,preferential,JJ,3,"0,1,2",{(prefer)}>ance>>al>,"66,66666667",7,110685,"28,26086957",323,977837,4,"7,16E-06","0,001081415109","30,48951049",1431,4704731,2,"9,14E-06","0,006642978526"
51641,preponderantly,RB,3,"0,1,2",{(preponder)>ant>}>ly>,"66,66666667",4,326,"94,16846652",464,1534593,3,"7,82E-06","0,001853854472","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
51654,Presbyterianism,NN,3,"0,1,2",{(presbytery)}>ian>>ism>,50,3,851,"91,32947977",174,394113,3,"2,79E-05","0,0016993666","88,88888889",271,218200,3,"5,50E-05","0,001853854472"
51669,presentational,JJ,3,"0,1,2",{(present)}>ion>>al>,60,11,125398,"83,16645807",1599,6530204,3,"9,03E-06","0,009114784489","78,11188811",1431,4704731,2,"9,14E-06","0,006642978526"
51691,presidential,JJ,3,"0,1,2",{(preside)>ant>}>al>,"33,33333333",4,91172,"8,423326134",464,1534593,3,"7,82E-06","0,001853854472","9,51048951",1431,4704731,2,"9,14E-06","0,006642978526"
51706,pressurize,VB,3,"0,1,2",{(press)>ure>}>ize>,"40,27777778",73,340039,"48,45360825",98,541479,3,"3,69E-06","0,0003089757454","26,34032634",430,443161,3,"0,0001489300728","0,0101961996"
51795,primarily,RB,3,"0,1,2",{(prim)}>ory>>ly>,20,16,139856,"2,253521127",356,725186,3,"2,62E-05","0,002935269581","1,967552641",2898,3857999,2,"4,48E-05","0,02672640198"
51807,primitivism,NN,3,"0,1,2",{(prim)}>ive>>ism>,"53,33333333",16,139856,"64,76683938",580,1037354,3,"1,74E-05","0,002780781709","64,44444444",271,218200,3,"5,50E-05","0,001853854472"
51861,probabilities,NN,3,"0,1,2",{(prob)>able>}>ity>,"13,33333333",16,230747,"2,411021814",872,1227992,4,"3,18E-05","0,006025027035","4,835924007",580,1647588,3,"1,76E-05","0,004480148308"
51862,probability,NN,3,"0,1,2",{(prob)>able>}>ity>,"13,33333333",16,230747,"2,411021814",872,1227992,4,"3,18E-05","0,006025027035","4,835924007",580,1647588,3,"1,76E-05","0,004480148308"
51864,probably,RB,3,"0,1,2",{(prob)>able>}>y>,0,16,230747,"0,1148105626",872,1227992,4,"3,18E-05","0,006025027035","0,08048289738",2486,3870233,1,"4,99E-05","0,02981615943"
51866,probation,NN,3,"0,1,2",{(prob)>ate>}>ion>,"33,33333333",16,230747,"32,47863248",937,2569118,3,"2,65E-05","0,01050517534","35,23153942",1599,6530204,3,"9,03E-06","0,009114784489"
51875,problematical,JJ,3,"0,1,2",{(problem)}>ic>>al>,50,5,510114,"49,75320829",1014,1472797,2,"2,78E-05","0,006334002781","59,09090909",1431,4704731,2,"9,14E-06","0,006642978526"
51877,procedural,JJ,3,"0,1,2",{(proceed)}>ure>>al>,100,3,64662,"34,02061856",98,541479,3,"3,69E-06","0,0003089757454","24,68531469",1431,4704731,2,"9,14E-06","0,006642978526"
51919,prodigally,RB,3,"0,1,2",{(prodig)>al>}>ly>,100,6,8721,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
51944,professional,JJ|NN,3,"0,1,2",{(profess)>ion>}>al>,0,12,104442,"0,8135168961",1599,6530204,3,"9,03E-06","0,009114784489","0,6993006993",1431,4704731,2,"9,14E-06","0,006642978526"
51947,professionals,NN,3,"0,1,2",{(profess)>ion>}>al>,0,12,104442,"0,8135168961",1599,6530204,3,"9,03E-06","0,009114784489","0,6993006993",1431,4704731,2,"9,14E-06","0,006642978526"
51952,professorship,NN,3,"0,1,2",{(profess)>or>}>ship>,"63,63636364",12,104442,"66,31944444",289,937614,2,"9,60E-06","0,001390390854",48,76,164220,4,"1,22E-05","0,0003089757454"
51977,popularism,NN,3,"0,1,2",{(popul)>ar>}>ism>,"94,44444444",19,93743,"89,84375",129,533962,2,"7,49E-06","0,0006179514908","93,33333333",271,218200,3,"5,50E-05","0,001853854472"
51978,popularity,NN,3,"0,1,2",{(popul)>ar>}>ity>,"11,11111111",19,93743,"16,40625",129,533962,2,"7,49E-06","0,0006179514908","10,01727116",580,1647588,3,"1,76E-05","0,004480148308"
51980,popularize,VB,3,"0,1,2",{(popul)>ar>}>ize>,50,19,93743,"39,84375",129,533962,2,"7,49E-06","0,0006179514908","21,67832168",430,443161,3,"0,0001489300728","0,0101961996"
51981,popularly,RB,3,"0,1,2",{(popul)>ar>}>ly>,"55,55555556",19,93743,"46,09375",129,533962,2,"7,49E-06","0,0006179514908","20,9527097",2898,3857999,2,"4,48E-05","0,02672640198"
51984,population,NN,3,"0,1,2",{(popul)>ate>}>ion>,"5,555555556",19,93743,"1,602564103",937,2569118,3,"2,65E-05","0,01050517534","2,25281602",1599,6530204,3,"9,03E-06","0,009114784489"
51985,populations,NN,3,"0,1,2",{(popul)>ate>}>ion>,"5,555555556",19,93743,"1,602564103",937,2569118,3,"2,65E-05","0,01050517534","2,25281602",1599,6530204,3,"9,03E-06","0,009114784489"
52048,positional,JJ,3,"0,1,2",{(posit)>ion>}>al>,"56,25",17,238299,"50,93867334",1599,6530204,3,"9,03E-06","0,009114784489","46,15384615",1431,4704731,2,"9,14E-06","0,006642978526"
52052,positively,RB,3,"0,1,2",{(posit)>ive>}>ly>,"18,75",17,238299,"11,74438687",580,1037354,3,"1,74E-05","0,002780781709","6,972730411",2898,3857999,2,"4,48E-05","0,02672640198"
52053,positivism,NN,3,"0,1,2",{(posit)>ive>}>ism>,"81,25",17,238299,"55,26770294",580,1037354,3,"1,74E-05","0,002780781709","54,07407407",271,218200,3,"5,50E-05","0,001853854472"
52054,positivist,NN|JJ,3,"0,1,2",{(posit)>ive>}>ist>,75,17,238299,"50,6044905",580,1037354,3,"1,74E-05","0,002780781709","51,40997831",462,382916,3,"6,27E-05","0,003707708945"
52055,positivists,NN,3,"0,1,2",{(posit)>ive>}>ist>,75,17,238299,"50,6044905",580,1037354,3,"1,74E-05","0,002780781709","51,40997831",462,382916,3,"6,27E-05","0,003707708945"
52123,potential,JJ|NN,3,"0,1,2",{(pot)>ant>>al>},0,41,74693,"1,295896328",464,1534593,3,"7,82E-06","0,001853854472","2,027972028",1431,4704731,2,"9,14E-06","0,006642978526"
52127,potentials,NN,3,"0,1,2",{(pot)>ant>>al>},0,41,74693,"1,295896328",464,1534593,3,"7,82E-06","0,001853854472","2,027972028",1431,4704731,2,"9,14E-06","0,006642978526"
52172,powerfully,RB,3,"0,1,2",{(power)}>ful>>ly>,50,19,256803,"22,22222222",343,429561,3,"5,82E-05","0,003862196818","19,08871246",2898,3857999,2,"4,48E-05","0,02672640198"
52173,powerfulness,NN,3,"0,1,2",{(power)}>ful>>ness>,"88,88888889",19,256803,"76,02339181",343,429561,3,"5,82E-05","0,003862196818","53,54267311",1243,181553,4,"0,0005838515475","0,01637571451"
52182,practical,JJ|NN,3,"0,1,2",{(pract)>ic>>al>},5,21,100783,"1,480750247",1014,1472797,2,"2,78E-05","0,006334002781","4,055944056",1431,4704731,2,"9,14E-06","0,006642978526"
52184,practicable,JJ,3,"0,1,2",{(pract)>ic>>able>},45,21,100783,"34,94570582",1014,1472797,2,"2,78E-05","0,006334002781","28,24339839",872,1227992,4,"3,18E-05","0,006025027035"
52189,practician,NN,3,"0,1,2",{(pract)>ice>}>ian>,70,21,100783,"86,66666667",16,409276,3,"2,44E-06","0,0001544878727","89,59537572",174,394113,3,"2,79E-05","0,0016993666"
52193,practitioner,NN,3,"0,1,2",{(pract)>ion>>er>},15,21,100783,"17,20901126",1599,6530204,3,"9,03E-06","0,009114784489","7,831060273",2274,4569119,2,"3,55E-05","0,02502703538"
52194,practitioners,NN,3,"0,1,2",{(pract)>ion>>er>},15,21,100783,"17,20901126",1599,6530204,3,"9,03E-06","0,009114784489","7,831060273",2274,4569119,2,"3,55E-05","0,02502703538"
52222,prayerfully,RB,3,"0,1,2",{(prayer)}>ful>>ly>,"33,33333333",4,13653,"37,71929825",343,429561,3,"5,82E-05","0,003862196818","29,51328961",2898,3857999,2,"4,48E-05","0,02672640198"
52235,precariously,RB,3,"0,1,2",{(precar)>ious>}>ly>,50,3,474,"31,81818182",617,450833,4,"7,10E-05","0,004943611926","31,48084225",2898,3857999,2,"4,48E-05","0,02672640198"
52258,precipitation,NN,3,"0,1,2",{(precipit)>ate>}>ion>,20,6,1838,"39,52991453",937,2569118,3,"2,65E-05","0,01050517534","42,36545682",1599,6530204,3,"9,03E-06","0,009114784489"
52267,precociously,RB,3,"0,1,2",{(precoc)>ious>}>ly>,"33,33333333",4,181,"76,78571429",617,450833,4,"7,10E-05","0,004943611926","73,86952019",2898,3857999,2,"4,48E-05","0,02672640198"
52283,predatory,JJ,3,"0,1,2",{(pred)>or>}>y>,"33,33333333",4,4581,"46,18055556",289,937614,2,"9,60E-06","0,001390390854","17,66599598",2486,3870233,1,"4,99E-05","0,02981615943"
52325,preemptively,RB,3,"0,1,2",{(preempt)}>ive>>ly>,0,2,517,"41,62348877",580,1037354,3,"1,74E-05","0,002780781709","23,54159475",2898,3857999,2,"4,48E-05","0,02672640198"
52336,preferably,RB,3,"0,1,2",{(prefer)}>able>>y>,"33,33333333",7,110685,"1,607347876",872,1227992,4,"3,18E-05","0,006025027035","1,971830986",2486,3870233,1,"4,99E-05","0,02981615943"
52441,pleasantly,RB,3,"0,1,2",{(please)>ant>}>ly>,25,17,627103,"25,91792657",464,1534593,3,"7,82E-06","0,001853854472","11,90887125",2898,3857999,2,"4,48E-05","0,02672640198"
52442,pleasantness,NN,3,"0,1,2",{(please)>ant>}>ness>,"81,25",17,627103,"72,13822894",464,1534593,3,"7,82E-06","0,001853854472","25,52334944",1243,181553,4,"0,0005838515475","0,01637571451"
52443,pleasantry,NN,3,"0,1,2",{(please)>ant>}>ory>,"68,75",17,627103,"63,28293737",464,1534593,3,"7,82E-06","0,001853854472","58,87323944",356,725186,3,"2,62E-05","0,002935269581"
52449,pleasurable,JJ,3,"0,1,2",{(please)>ure>}>able>,"31,25",17,627103,"40,20618557",98,541479,3,"3,69E-06","0,0003089757454","14,00688863",872,1227992,4,"3,18E-05","0,006025027035"
52526,pluralistic,JJ,3,"0,1,2",{(plural)}>ist>>ic>,60,6,2881,"45,98698482",462,382916,3,"6,27E-05","0,003707708945","45,6071076",1014,1472797,2,"2,78E-05","0,006334002781"
52560,poetical,JJ,3,"0,1,2",{(poet)}>ic>>al>,100,7,16098,"61,00691017",1014,1472797,2,"2,78E-05","0,006334002781","67,41258741",1431,4704731,2,"9,14E-06","0,006642978526"
52568,poignantly,RB,3,"0,1,2",{(poign)>ant>}>ly>,100,3,547,"76,02591793",464,1534593,3,"7,82E-06","0,001853854472","49,70659303",2898,3857999,2,"4,48E-05","0,02672640198"
52598,polarities,NN,3,"0,1,2",{(pole)}>ar>>ity>,"8,333333333",13,19505,"17,1875",129,533962,2,"7,49E-06","0,0006179514908","11,22625216",580,1647588,3,"1,76E-05","0,004480148308"
52599,polarity,NN,3,"0,1,2",{(pole)}>ar>>ity>,"8,333333333",13,19505,"17,1875",129,533962,2,"7,49E-06","0,0006179514908","11,22625216",580,1647588,3,"1,76E-05","0,004480148308"
52601,polarize,VB,3,"0,1,2",{(pole)}>ar>>ize>,25,13,19505,"32,8125",129,533962,2,"7,49E-06","0,0006179514908","16,08391608",430,443161,3,"0,0001489300728","0,0101961996"
52602,polarized,VB,3,"0,1,2",{(pole)}>ar>>ize>,25,13,19505,"32,8125",129,533962,2,"7,49E-06","0,0006179514908","16,08391608",430,443161,3,"0,0001489300728","0,0101961996"
52603,polarizing,VB,3,"0,1,2",{(pole)}>ar>>ize>,25,13,19505,"32,8125",129,533962,2,"7,49E-06","0,0006179514908","16,08391608",430,443161,3,"0,0001489300728","0,0101961996"
52633,politically,RB,3,"0,1,2",{(politic)}>al>>ly>,20,11,92034,"8,601398601",1431,4704731,2,"9,14E-06","0,006642978526","4,004142216",2898,3857999,2,"4,48E-05","0,02672640198"
52636,politicization,NN,3,"0,1,2",{(politic)}>ize>>ion>,70,11,92034,"59,20745921",430,443161,3,"0,0001489300728","0,0101961996","72,21526909",1599,6530204,3,"9,03E-06","0,009114784489"
52646,pollination,NN,3,"0,1,2",{(pollen)>ate>}>ion>,50,3,1083,"63,35470085",937,2569118,3,"2,65E-05","0,01050517534","65,33166458",1599,6530204,3,"9,03E-06","0,009114784489"
52693,pomposity,NN,3,"0,1,2",{(pomp)}>ose>>ity>,40,6,1334,50,13,3163,3,0,0,"59,06735751",580,1647588,3,"1,76E-05","0,004480148308"
52695,pompously,RB,3,"0,1,2",{(pomp)}>ious>>ly>,60,6,1334,"48,05194805",617,450833,4,"7,10E-05","0,004943611926","45,25371074",2898,3857999,2,"4,48E-05","0,02672640198"
52696,pompousness,NN,3,"0,1,2",{(pomp)}>ious>>ness>,100,6,1334,"66,3961039",617,450833,4,"7,10E-05","0,004943611926","47,26247987",1243,181553,4,"0,0005838515475","0,01637571451"
52709,pontificates,VB,3,"0,1,2",{(pontiff)}>ic>>ate>,25,5,1192,"30,10858835",1014,1472797,2,"2,78E-05","0,006334002781","42,94871795",937,2569118,3,"2,65E-05","0,01050517534"
52713,pontifical,JJ,3,"0,1,2",{(pontiff)}>ic>>al>,0,5,1192,"27,64067127",1014,1472797,2,"2,78E-05","0,006334002781","37,62237762",1431,4704731,2,"9,14E-06","0,006642978526"
52714,pontificate,VB,3,"0,1,2",{(pontiff)}>ic>>ate>,25,5,1192,"30,10858835",1014,1472797,2,"2,78E-05","0,006334002781","42,94871795",937,2569118,3,"2,65E-05","0,01050517534"
52765,phonemic,JJ,3,"0,1,2",{(phon)>eme>}>ic>,"52,5",41,207292,"14,28571429",8,580,3,"0,001724137931","0,0001544878727","53,30700888",1014,1472797,2,"2,78E-05","0,006334002781"
52766,phonemics,NN,3,"0,1,2",{(phon)>eme>}>ics>,"97,5",41,207292,"71,42857143",8,580,3,"0,001724137931","0,0001544878727","96,96969697",34,144919,3,"6,90E-06","0,0001544878727"
52785,phosphoresce,VB,3,"0,1,2",{(phosphor)>or>>esc>},"90,90909091",12,2062,"89,58333333",289,937614,2,"9,60E-06","0,001390390854","66,66666667",19,1822,3,"0,001646542261","0,0004634636181"
52788,phosphorous,JJ,3,"0,1,2",{(phosphor)>or>}>ious>,"27,27272727",12,2062,"67,70833333",289,937614,2,"9,60E-06","0,001390390854","33,6038961",617,450833,4,"7,10E-05","0,004943611926"
52789,phosphorus,NN|JJ,3,"0,1,2",{(phosphor)>or>}>us>,"18,18181818",12,2062,"46,875",289,937614,2,"9,60E-06","0,001390390854",50,27,178733,2,"1,68E-05","0,0004634636181"
52829,physical,JJ|NN,3,"0,1,2",{(phys)>ic>>al>},0,29,107401,"0,3948667325",1014,1472797,2,"2,78E-05","0,006334002781","1,538461538",1431,4704731,2,"9,14E-06","0,006642978526"
52832,physician,NN,3,"0,1,2",{(phys)>ic>>ian>},"10,71428571",29,107401,"3,751233959",1014,1472797,2,"2,78E-05","0,006334002781","7,514450867",174,394113,3,"2,79E-05","0,0016993666"
52833,physicians,NN,3,"0,1,2",{(phys)>ic>>ian>},"10,71428571",29,107401,"3,751233959",1014,1472797,2,"2,78E-05","0,006334002781","7,514450867",174,394113,3,"2,79E-05","0,0016993666"
52834,physician's,encl,3,"0,1,2",{(phys)>ic>>ian>},"10,71428571",29,107401,"3,751233959",1014,1472797,2,"2,78E-05","0,006334002781","7,514450867",174,394113,3,"2,79E-05","0,0016993666"
52835,physicist,NN,3,"0,1,2",{(phys)>ic>>ist>},"14,28571429",29,107401,"5,330700888",1014,1472797,2,"2,78E-05","0,006334002781","3,687635575",462,382916,3,"6,27E-05","0,003707708945"
52836,physicists,NN,3,"0,1,2",{(phys)>ic>>ist>},"14,28571429",29,107401,"5,330700888",1014,1472797,2,"2,78E-05","0,006334002781","3,687635575",462,382916,3,"6,27E-05","0,003707708945"
52881,pictorially,RB,3,"0,1,2",{(picto)>orial>}>y>,"55,55555556",10,88886,100,2,936,5,0,0,"41,28772636",2486,3870233,1,"4,99E-05","0,02981615943"
52885,picturesque,JJ,3,"0,1,2",{(picto)>ure>}>esque>,"44,44444444",10,88886,"55,67010309",98,541479,3,"3,69E-06","0,0003089757454",0,7,430,5,"0,002325581395","0,0001544878727"
53063,pitilessly,RB,3,"0,1,2",{(pity)}>less>>ly>,"58,33333333",13,6973,"65,66757493",368,158354,4,"0,0001199843389","0,002935269581","60,09665171",2898,3857999,2,"4,48E-05","0,02672640198"
53138,penalization,NN,3,"0,1,2",{(penal)}>ize>>ion>,75,5,15750,"86,48018648",430,443161,3,"0,0001489300728","0,0101961996","93,6795995",1599,6530204,3,"9,03E-06","0,009114784489"
53152,pendulous,JJ,3,"0,1,2",{(pend)>ule>>ious>},"75,75757576",34,169032,"37,5",17,9816,3,0,0,"38,96103896",617,450833,4,"7,10E-05","0,004943611926"
53158,penetration,NN,3,"0,1,2",{(penetr)>ate>}>ion>,"12,5",9,6615,"18,58974359",937,2569118,3,"2,65E-05","0,01050517534","23,40425532",1599,6530204,3,"9,03E-06","0,009114784489"
53166,penitentiary,NN|JJ,3,"0,1,2",{(penit)>ant>>ory>},0,9,328,"53,99568035",464,1534593,3,"7,82E-06","0,001853854472","47,6056338",356,725186,3,"2,62E-05","0,002935269581"
53233,percussionist,NN,3,"0,1,2",{(percuss)>ion>}>ist>,"66,66666667",4,3440,"51,68961202",1599,6530204,3,"9,03E-06","0,009114784489","35,57483731",462,382916,3,"6,27E-05","0,003707708945"
53273,perilously,RB,3,"0,1,2",{(peril)}>ious>>ly>,75,5,2259,"33,6038961",617,450833,4,"7,10E-05","0,004943611926","32,79254401",2898,3857999,2,"4,48E-05","0,02672640198"
53278,periodical,NN,3,"0,1,2",{(period)}>ic>>al>,75,5,75215,"8,390918065",1014,1472797,2,"2,78E-05","0,006334002781","15,24475524",1431,4704731,2,"9,14E-06","0,006642978526"
53280,periodicals,NN,3,"0,1,2",{(period)}>ic>>al>,75,5,75215,"8,390918065",1014,1472797,2,"2,78E-05","0,006334002781","15,24475524",1431,4704731,2,"9,14E-06","0,006642978526"
53281,periodicity,NN,3,"0,1,2",{(period)}>ic>>ity>,100,5,75215,"54,3928924",1014,1472797,2,"2,78E-05","0,006334002781","58,5492228",580,1647588,3,"1,76E-05","0,004480148308"
53301,permanently,RB,3,"0,1,2",{(perman)>ant>}>ly>,20,6,35699,"11,87904968",464,1534593,3,"7,82E-06","0,001853854472","5,868139455",2898,3857999,2,"4,48E-05","0,02672640198"
53302,permeability,NN,3,"0,1,2",{(perme)>able>}>ity>,"33,33333333",4,1109,"38,23191734",872,1227992,4,"3,18E-05","0,006025027035","50,94991364",580,1647588,3,"1,76E-05","0,004480148308"
53307,permeation,NN,3,"0,1,2",{(perme)>ate>}>ion>,100,4,1109,"77,56410256",937,2569118,3,"2,65E-05","0,01050517534","80,2252816",1599,6530204,3,"9,03E-06","0,009114784489"
53309,permissibility,NN,3,"0,1,2",{(permit)}>able>>ity>,"57,14285714",8,48680,"58,55338691",872,1227992,4,"3,18E-05","0,006025027035","68,56649396",580,1647588,3,"1,76E-05","0,004480148308"
53327,perpetually,RB,3,"0,1,2",{(perpetu)>al>}>ly>,50,5,4938,"36,15384615",1431,4704731,2,"9,14E-06","0,006642978526","16,60338281",2898,3857999,2,"4,48E-05","0,02672640198"
53331,perpetuation,NN,3,"0,1,2",{(perpetu)>ate>}>ion>,75,5,4938,"57,37179487",937,2569118,3,"2,65E-05","0,01050517534","59,19899875",1599,6530204,3,"9,03E-06","0,009114784489"
53364,personalities,NN,3,"0,1,2",{(person)}>al>>ity>,"13,04347826",24,385320,"4,475524476",1431,4704731,2,"9,14E-06","0,006642978526","3,10880829",580,1647588,3,"1,76E-05","0,004480148308"
53365,personality,NN,3,"0,1,2",{(person)}>al>>ity>,"13,04347826",24,385320,"4,475524476",1431,4704731,2,"9,14E-06","0,006642978526","3,10880829",580,1647588,3,"1,76E-05","0,004480148308"
53366,personalized,VB,3,"0,1,2",{(person)}>al>>ize>,"26,08695652",24,385320,"19,23076923",1431,4704731,2,"9,14E-06","0,006642978526","8,391608392",430,443161,3,"0,0001489300728","0,0101961996"
53367,personally,RB,3,"0,1,2",{(person)}>al>>ly>,"8,695652174",24,385320,"1,468531469",1431,4704731,2,"9,14E-06","0,006642978526","0,4487400759",2898,3857999,2,"4,48E-05","0,02672640198"
53371,personalize,VB,3,"0,1,2",{(person)}>al>>ize>,"26,08695652",24,385320,"19,23076923",1431,4704731,2,"9,14E-06","0,006642978526","8,391608392",430,443161,3,"0,0001489300728","0,0101961996"
53372,personification,NN,3,"0,1,2",{(person)}>ify>>ion>,"73,91304348",24,385320,"53,94736842",153,351545,3,"3,98E-05","0,002162830218","59,8873592",1599,6530204,3,"9,03E-06","0,009114784489"
53391,persuasively,RB,3,"0,1,2",{(persuade)}>ive>>ly>,50,7,7463,"52,67702936",580,1037354,3,"1,74E-05","0,002780781709","32,274767",2898,3857999,2,"4,48E-05","0,02672640198"
53400,perturbation,NN,3,"0,1,2",{(perturb)}>ate>>ion>,"33,33333333",7,791,"58,11965812",937,2569118,3,"2,65E-05","0,01050517534","59,76220275",1599,6530204,3,"9,03E-06","0,009114784489"
53414,pervasively,RB,3,"0,1,2",{(pervade)}>ive>>ly>,75,5,1511,"70,1208981",580,1037354,3,"1,74E-05","0,002780781709","46,18570935",2898,3857999,2,"4,48E-05","0,02672640198"
53425,pessimistic,JJ,3,"0,1,2",{(pessim)>ist>}>ic>,0,4,1529,"18,65509761",462,382916,3,"6,27E-05","0,003707708945","22,70483712",1014,1472797,2,"2,78E-05","0,006334002781"
53434,pestilential,JJ,3,"0,1,2",{(pest)>ance>}>al>,60,6,5855,"81,36645963",323,977837,4,"7,16E-06","0,001081415109","81,18881119",1431,4704731,2,"9,14E-06","0,006642978526"
53480,pharmaceutical,JJ,3,"0,1,2",{(pharma)>eutic>}>al>,0,8,7588,0,2,2507,5,0,0,"18,18181818",1431,4704731,2,"9,14E-06","0,006642978526"
53493,phenomenal,JJ,3,"0,1,2",{(phenomen)>a>}>al>,50,5,13623,"26,66666667",61,89636,1,"2,23E-05","0,0003089757454","26,01398601",1431,4704731,2,"9,14E-06","0,006642978526"
53530,parishioner,NN,3,"0,1,2",{(parish)}>ion>>er>,100,2,1899,"51,75219024",1599,6530204,3,"9,03E-06","0,009114784489","31,58820941",2274,4569119,2,"3,55E-05","0,02502703538"
53531,parishioners,NN,3,"0,1,2",{(parish)}>ion>>er>,100,2,1899,"51,75219024",1599,6530204,3,"9,03E-06","0,009114784489","31,58820941",2274,4569119,2,"3,55E-05","0,02502703538"
53549,parliamentarian,NN,3,"0,1,2",{(parliament)}>ory>>ian>,"66,66666667",4,11343,"40,56338028",356,725186,3,"2,62E-05","0,002935269581","40,46242775",174,394113,3,"2,79E-05","0,0016993666"
53550,parliamentarians,NN,3,"0,1,2",{(parliament)}>ory>>ian>,"66,66666667",4,11343,"40,56338028",356,725186,3,"2,62E-05","0,002935269581","40,46242775",174,394113,3,"2,79E-05","0,0016993666"
53587,partiality,NN,3,"0,1,2",{(part)}>al>>ity>,"71,42857143",22,411489,"64,68531469",1431,4704731,2,"9,14E-06","0,006642978526","61,13989637",580,1647588,3,"1,76E-05","0,004480148308"
53588,partially,RB,3,"0,1,2",{(part)}>al>>ly>,"14,28571429",22,411489,"8,881118881",1431,4704731,2,"9,14E-06","0,006642978526","4,21125302",2898,3857999,2,"4,48E-05","0,02672640198"
53603,particularity,NN,3,"0,1,2",{(particle)>ar>}>ity>,50,9,127758,"59,375",129,533962,2,"7,49E-06","0,0006179514908","58,72193437",580,1647588,3,"1,76E-05","0,004480148308"
53604,particularly,RB|NN,3,"0,1,2",{(particle)>ar>}>ly>,"12,5",9,127758,"3,125",129,533962,2,"7,49E-06","0,0006179514908","0,6558508802",2898,3857999,2,"4,48E-05","0,02672640198"
53611,partisanship,NN,3,"0,1,2",{(part)>ian>}>ship>,"52,38095238",22,411489,"50,28901734",174,394113,3,"2,79E-05","0,0016993666",40,76,164220,4,"1,22E-05","0,0003089757454"
53643,passionately,RB,3,"0,1,2",{(passion)}>ate>>ly>,25,9,10924,"35,47008547",937,2569118,3,"2,65E-05","0,01050517534","14,77390404",2898,3857999,2,"4,48E-05","0,02672640198"
53664,pasteurization,NN,3,"0,1,2",{(pasteur)>ize>}>ion>,"66,66666667",4,598,"53,37995338",430,443161,3,"0,0001489300728","0,0101961996","69,58698373",1599,6530204,3,"9,03E-06","0,009114784489"
53695,paternalism,NN,3,"0,1,2",{(pater)>al>}>ism>,"65,38461538",27,10676,"68,74125874",1431,4704731,2,"9,14E-06","0,006642978526","63,33333333",271,218200,3,"5,50E-05","0,001853854472"
53697,paternally,RB,3,"0,1,2",{(pater)>al>}>ly>,"92,30769231",27,10676,"85,24475524",1431,4704731,2,"9,14E-06","0,006642978526","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
53730,patriotic,JJ,3,"0,1,2",{(pater)>ot>}>ic>,"3,846153846",27,10676,"28,57142857",8,7815,2,0,0,"15,30108588",1014,1472797,2,"2,78E-05","0,006334002781"
53731,patriotism,NN,3,"0,1,2",{(pater)>ot>}>ism>,"11,53846154",27,10676,"42,85714286",8,7815,2,0,0,"15,55555556",271,218200,3,"5,50E-05","0,001853854472"
53802,peacefully,RB,3,"0,1,2",{(peace)}>ful>>ly>,"22,22222222",10,49197,"9,356725146",343,429561,3,"5,82E-05","0,003862196818","9,837763203",2898,3857999,2,"4,48E-05","0,02672640198"
53851,pedagogical,JJ,3,"0,1,2",{(pedagogue)>ic>}>al>,25,5,635,"37,90720632",1014,1472797,2,"2,78E-05","0,006334002781","48,04195804",1431,4704731,2,"9,14E-06","0,006642978526"
53943,ovulate,VB,3,"0,1,2",{(ov)>ule>}>ate>,"42,85714286",8,6174,25,17,9816,3,0,0,"51,70940171",937,2569118,3,"2,65E-05","0,01050517534"
53957,ownerless,JJ,3,"0,1,2",{(own)}>er>>less>,100,9,375991,"70,91948966",2274,4569119,2,"3,55E-05","0,02502703538","72,20708447",368,158354,4,"0,0001199843389","0,002935269581"
